"Model","Accuracy","Precision","Recall","F1_Score","AUC","Timestamp"
"Logistic Regression",0.725978647686833,0.490066225165563,0.793565683646113,0.605936540429887,0.83514272502442,2026-01-15 21:10:04.707829
